Campaign,Scenario #,Battle,Outcome,Prestige Reward,Branches To,Next Scenario ID,Outcome Text
Red Star Over China (1927-1949),3,Long March - Luding Bridge,BRILIANT,300,Pingxingguan Pass,4,"BRILLIANT VICTORY

Victory!   We have crossed that damned bridge and many comrades have died, but their lives were not lost, they have contributed to the success of our retreat to save the Revolution.  Congratulations for your actions."
Red Star Over China (1927-1949),3,Long March - Luding Bridge,VICTORY,240,Pingxingguan Pass,4,"VICTORY

Victory!   We have crossed that damned bridge and many comrades have died, but their lives were not lost, they have contributed to the success of our retreat to save the Revolution.  Congratulations for your actions."
Red Star Over China (1927-1949),3,Long March - Luding Bridge,TACTICAL,190,Pingxingguan Pass,4,"TACTICAL VICTORY

Victory!   We have crossed that damned bridge and many comrades have died, but their lives were not lost, they have contributed to the success of our retreat to save the Revolution.  Congratulations for your actions."
Red Star Over China (1927-1949),3,Long March - Luding Bridge,LOSE,0,CAMPAIGN END / DEFEAT,255,"DEFEAT!

Our battle against the ancient landlords of oppression has been suddenly stopped... now we must again dress ourselves as peasants to avoid being captured by the enemy."
Red Star Over China (1927-1949),4,Pingxingguan Pass,BRILIANT,200,100 Regiments Offensive,5,"BRILLIANT VICTORY

Tong gan ku!  The dirty Japanese invaders got a lesson in good old ancient Chinese tactics.  The enemy division is completely scattered and our troops can continue to harass them."
Red Star Over China (1927-1949),4,Pingxingguan Pass,VICTORY,150,100 Regiments Offensive,5,"VICTORY

Tong gan ku!  The dirty Japanese invaders got a lesson in good old ancient Chinese tactics.  The enemy division is completely scattered and our troops can continue to harass them."
Red Star Over China (1927-1949),4,Pingxingguan Pass,TACTICAL,100,100 Regiments Offensive,5,"TACTICAL VICTORY

Tong gan ku!  The dirty Japanese invaders got a lesson in good old ancient Chinese tactics.  The enemy division is completely scattered and our troops can continue to harass them."
Red Star Over China (1927-1949),4,Pingxingguan Pass,LOSE,0,CAMPAIGN END / DEFEAT,255,"DEFEAT!

I can't understand your failure commander.  It seems our estimation of your skills were wrong... the central ChCP commission has demoted you to a private for the remainder of the fighting.  This should erase any capitalist bad manners that you may have acquired."
Red Star Over China (1927-1949),5,100 Regiments Offensive,BRILIANT,300,Central Plains Breakout,6,"BRILLIANT VICTORY

Wan shan!  All the mission objectives were achieved before the Japanese could send reinforcements to this area.  Now your task is to hide your guerrillas and wait for new orders."
Red Star Over China (1927-1949),5,100 Regiments Offensive,VICTORY,200,Central Plains Breakout,6,"VICTORY

Wan shan!  All the mission objectives were achieved before the Japanese could send reinforcements to this area.  Now your task is to hide your guerrillas and wait for new orders."
Red Star Over China (1927-1949),5,100 Regiments Offensive,TACTICAL,100,Central Plains Breakout,6,"TACTICAL VICTORY

Wan shan!  All the mission objectives were achieved before the Japanese could send reinforcements to this area.  Now your task is to hide your guerrillas and wait for new orders."
Red Star Over China (1927-1949),5,100 Regiments Offensive,LOSE,255,Central Plains Breakout,6,"DEFEAT!

I can't understand your failure commander.  It seems our estimation of your skills were wrong... the central ChCP commission has demoted you to a private for the remainder of the fighting.  This should erase any capitalist bad manners that you may have acquired."
Red Star Over China (1927-1949),6,Central Plains Breakout,BRILIANT,200,Linjiang Campaign,7,"BRILLIANT VICTORY

Wan Shan!  We have saved a lot of our men from the Kuomingtan onslaught.  We must hope to counterstrike the dirty nationalists as soon as we receive some Soviet aid through Manchuria."
Red Star Over China (1927-1949),6,Central Plains Breakout,VICTORY,150,Linjiang Campaign,7,"VICTORY

Wan Shan!  We have saved a lot of our men from the Kuomingtan onslaught.  We must hope to counterstrike the dirty nationalists as soon as we receive some Soviet aid through Manchuria."
Red Star Over China (1927-1949),6,Central Plains Breakout,TACTICAL,100,Linjiang Campaign,7,"TACTICAL VICTORY

Wan Shan!  We have saved a lot of our men from the Kuomingtan onslaught.  We must hope to counterstrike the dirty nationalists as soon as we receive some Soviet aid through Manchuria."
Red Star Over China (1927-1949),6,Central Plains Breakout,LOSE,150,CAMPAIGN END / DEFEAT,255,"DEFEAT!

I can't understand your failure commander.  It seems our estimation of your skills were wrong... the central ChCP commission has demoted you to a private for the remainder of the fighting.  This should erase any capitalist bad manners that you may have acquired."
Red Star Over China (1927-1949),7,Linjiang Campaign,BRILIANT,200,Summer Offensive 1947,8,"BRILLIANT VICTORY

Thanks to your good work, our base at Linjiang is now safe.  In addition, we are now in a good position to attack Changchun, Jilin and Siping during the next summer offensive.  We will wait for good weather to arrive in Manchuria."
Red Star Over China (1927-1949),7,Linjiang Campaign,VICTORY,150,Summer Offensive 1947,8,"VICTORY

Thanks to your good work, our base at Linjiang is now safe.  In addition, we are now in a good position to attack Changchun, Jilin and Siping during the next summer offensive.  We will wait for good weather to arrive in Manchuria."
Red Star Over China (1927-1949),7,Linjiang Campaign,TACTICAL,100,Summer Offensive 1947,8,"TACTICAL VICTORY

Thanks to your good work, our base at Linjiang is now safe.  In addition, we are now in a good position to attack Changchun, Jilin and Siping during the next summer offensive.  We will wait for good weather to arrive in Manchuria."
Red Star Over China (1927-1949),7,Linjiang Campaign,LOSE,150,CAMPAIGN END / DEFEAT,255,"DEFEAT!

I can't understand your failure commander.  It seems our estimation of your skills were wrong... the central ChCP commission has demoted you to a private for the remainder of the fighting.  This should erase any capitalist bad manners that you may have acquired."
Red Star Over China (1927-1949),8,Summer Offensive 1947,BRILIANT,500,Winter Offensive,9,"BRILLIANT VICTORY

Congratulations!, Changchun, Jilin and Siping have been captured. This will be a big problem for the Nationalists, since their communications by train or by road from Manchuria to Beijing are now stopped."
Red Star Over China (1927-1949),8,Summer Offensive 1947,VICTORY,450,Winter Offensive,9,"VICTORY

Congratulations!, Changchun, Jilin and Siping have been captured. This will be a big problem for the Nationalists, since their communications by train or by road from Manchuria to Beijing are now stopped."
Red Star Over China (1927-1949),8,Summer Offensive 1947,TACTICAL,375,Winter Offensive,9,"TACTICAL VICTORY

Congratulations!, Changchun, Jilin and Siping have been captured. This will be a big problem for the Nationalists, since their communications by train or by road from Manchuria to Beijing are now stopped."
Red Star Over China (1927-1949),8,Summer Offensive 1947,LOSE,150,CAMPAIGN END / DEFEAT,255,"DEFEAT!

I can't understand your failure commander.  It seems our estimation of your skills were wrong... the central ChCP commission has demoted you to a private for the remainder of the fighting.  This should erase any capitalist bad manners that you may have acquired."
Red Star Over China (1927-1949),9,Winter Offensive,BRILIANT,4500,Pyongyang Liberation [Korean War],10,"BRILLIAN VICTORY

Wan shan!  The KMT have suffered a great defeat.  I'm sure we will be celebrating our victory over Chiang Kai Shek's troops during the coming year of 1948."
